33.0,110.0,3.0,13.0,0.9910123348236084,-3.035539150238037,-3.585355281829834
35.0,135.0,3.0,16.0,-4.384664535522461,1.8149175643920898,0.7433784008026123
55.0,126.0,4.0,17.0,-3.1223790645599365,5.338193416595459,-4.701625347137451
46.0,143.0,3.0,19.0,-0.6035676002502441,5.2150349617004395,3.4652693271636963
10.0,124.0,3.0,13.0,-3.157482147216797,-0.8599153757095337,-3.1287648677825928
54.0,124.0,4.0,16.0,-2.7590172290802,3.955761194229126,-5.158522129058838
-24.0,110.0,4.0,9.0,1.2958322763442993,-2.806553602218628,-3.875955820083618
-38.0,51.0,3.0,0.0,-7.924117088317871,-1.9907935857772827,0.8127231001853943
54.0,81.0,9.0,11.0,5.1800312995910645,1.8371797800064087,2.076096773147583
29.0,122.0,3.0,14.0,-2.997371196746826,-1.588070273399353,-3.3836653232574463
-36.0,73.0,3.0,4.0,0.6871305704116821,-1.960264801979065,5.551482200622559
49.0,66.0,10.0,8.0,-0.408304899930954,-0.01994846761226654,3.003077268600464
-12.0,120.0,4.0,11.0,-1.7684491872787476,-0.8007892370223999,-4.18963623046875
4.0,65.0,6.0,6.0,-1.7649307250976562,-2.8766775131225586,3.7749223709106445
22.0,86.0,5.0,10.0,4.007054328918457,-3.3012349605560303,2.685295581817627
-11.0,79.0,3.0,7.0,2.493492364883423,-2.3130135536193848,4.3779730796813965
46.0,73.0,9.0,9.0,1.7088555097579956,-0.2911991477012634,4.541957378387451
56.0,56.0,12.0,7.0,-3.0241448879241943,1.8268299102783203,-1.8700945377349854
3.0,77.0,4.0,7.0,2.0138556957244873,-2.407485008239746,4.746362209320068
-50.0,86.0,5.0,4.0,5.130514144897461,-0.798294186592102,2.1990280151367188
-59.0,102.0,7.0,6.0,6.25908899307251,3.613248825073242,-5.247623443603516
-52.0,116.0,8.0,8.0,-0.3986375331878662,0.346306711435318,-5.667982578277588
44.0,59.0,11.0,7.0,-3.0892562866210938,-2.4113919734954834,0.7473317384719849
-6.0,65.0,4.0,5.0,-1.9592201709747314,-2.9088501930236816,3.873979091644287
36.0,84.0,7.0,10.0,4.241683006286621,-2.4439752101898193,2.8791682720184326
-18.0,118.0,5.0,10.0,-1.1094926595687866,-1.3155291080474854,-4.359464168548584
32.0,144.0,3.0,17.0,-0.3334982395172119,2.999190092086792,4.230270862579346
-47.0,63.0,3.0,1.0,-1.8482199907302856,-1.1022692918777466,2.5627524852752686
37.0,57.0,11.0,6.0,-4.193495273590088,-3.5402913093566895,0.5954670310020447
20.0,131.0,3.0,14.0,-4.7614288330078125,-0.14717024564743042,-0.5157696008682251
-53.0,87.0,5.0,4.0,5.6342453956604,0.14715847373008728,1.47771418094635
1.0,71.0,4.0,7.0,0.014709306880831718,-2.4664478302001953,5.015275955200195
36.0,76.0,8.0,9.0,2.083728551864624,-1.8788809776306152,4.70717716217041
58.0,110.0,6.0,15.0,3.0753297805786133,5.038744926452637,-7.471970558166504
37.0,81.0,7.0,10.0,3.471156597137451,-2.091090440750122,3.5412333011627197
-17.0,94.0,3.0,8.0,4.738051891326904,-2.992893695831299,0.15293265879154205
37.0,94.0,5.0,11.0,4.826915740966797,-2.927342414855957,-0.20575731992721558
45.0,58.0,11.0,7.0,-3.437976360321045,-2.3982656002044678,0.33915868401527405
-26.0,142.0,10.0,13.0,-1.326312780380249,2.984452247619629,2.969594717025757
-58.0,53.0,3.0,-1.0,-4.658978462219238,3.7539937496185303,-1.6534193754196167
38.0,137.0,3.0,17.0,-3.8613202571868896,2.6203455924987793,1.3891634941101074
15.0,118.0,3.0,12.0,-1.4269587993621826,-2.272388219833374,-3.85276460647583
55.0,114.0,5.0,15.0,0.9140980243682861,2.571244955062866,-6.362285614013672
-53.0,80.0,4.0,3.0,4.056825637817383,0.8772558569908142,3.4942755699157715
15.0,107.0,3.0,11.0,2.0126888751983643,-3.278123378753662,-2.9170031547546387
-51.0,66.0,3.0,2.0,-0.6019465327262878,0.33517712354660034,3.357630968093872
50.0,71.0,10.0,9.0,1.3195899724960327,0.6638306379318237,3.9839773178100586
37.0,126.0,3.0,15.0,-4.093114852905273,0.10772410035133362,-2.6430368423461914
-38.0,112.0,6.0,8.0,0.5497323274612427,-2.557199716567993,-4.148592472076416
43.0,92.0,6.0,12.0,5.380237579345703,-2.1810927391052246,0.06211758404970169
1.0,113.0,3.0,11.0,0.5240064263343811,-1.9259891510009766,-3.9328813552856445
37.0,133.0,3.0,16.0,-4.870872497558594,1.655813455581665,-0.1429215520620346
13.0,94.0,3.0,10.0,4.38960075378418,-3.620903491973877,0.26330429315567017
-5.0,81.0,3.0,7.0,2.9690334796905518,-2.392302989959717,3.8344647884368896
13.0,86.0,4.0,9.0,4.054295063018799,-3.0011606216430664,2.693725347518921
-25.0,102.0,3.0,8.0,3.794325113296509,-3.562065601348877,-2.0976831912994385
55.0,138.0,3.0,18.0,-2.265749454498291,8.26926326751709,0.3034140169620514
4.0,55.0,8.0,4.0,-5.350173473358154,-4.180784225463867,0.5109215378761292
36.0,108.0,4.0,13.0,1.7895601987838745,-2.9410817623138428,-3.6450226306915283
-4.0,63.0,5.0,5.0,-2.518366575241089,-3.542433261871338,3.0736019611358643
-52.0,149.0,13.0,14.0,5.5143022537231445,6.851200580596924,5.532095909118652
32.0,146.0,3.0,18.0,1.2520877122879028,3.252399206161499,5.018539905548096
-33.0,82.0,3.0,5.0,3.1754343509674072,-2.620725631713867,4.044535160064697
43.0,104.0,5.0,13.0,3.3250038623809814,-2.3719348907470703,-3.55546236038208
16.0,74.0,6.0,8.0,1.0209029912948608,-2.385132312774658,5.150095462799072
-55.0,89.0,6.0,5.0,6.234231948852539,0.7990407943725586,0.5022135972976685
-59.0,79.0,5.0,3.0,5.256494998931885,5.369381904602051,2.385911464691162
24.0,136.0,3.0,15.0,-4.234025955200195,0.7565513253211975,1.3288681507110596
31.0,112.0,3.0,13.0,0.3754834234714508,-2.9936540126800537,-3.546346426010132
-46.0,102.0,6.0,7.0,4.135437965393066,-2.620492696762085,-2.7178032398223877
-16.0,139.0,8.0,13.0,-2.5826659202575684,3.029900550842285,1.708274006843567
-17.0,61.0,3.0,4.0,-3.248260259628296,-3.6074140071868896,2.2890260219573975
27.0,64.0,9.0,7.0,-1.9098987579345703,-3.3339967727661133,3.271726369857788
-27.0,149.0,12.0,14.0,5.060522556304932,3.7537152767181396,5.833786487579346
-23.0,102.0,3.0,8.0,3.804323196411133,-3.3830716609954834,-2.1322128772735596
3.0,134.0,5.0,13.0,-4.26572322845459,1.7213718891143799,-0.0678350180387497
12.0,106.0,3.0,11.0,2.421550750732422,-3.0270957946777344,-3.0255255699157715
45.0,72.0,9.0,9.0,1.1924803256988525,-0.5876998901367188,4.700546741485596
-45.0,94.0,5.0,6.0,5.12136173248291,-2.4918370246887207,-0.03281308710575104
-53.0,53.0,3.0,0.0,-5.64749002456665,0.5865896344184875,-0.7430736422538757
-35.0,130.0,9.0,11.0,-4.6671648025512695,1.1836985349655151,-1.6205183267593384
41.0,149.0,3.0,19.0,5.112298011779785,5.111752510070801,6.365088939666748
-46.0,123.0,8.0,9.0,-3.375471591949463,0.48017069697380066,-4.343130588531494
30.0,97.0,4.0,11.0,4.321211338043213,-3.3798539638519287,-0.8097601532936096
5.0,60.0,7.0,5.0,-3.34700608253479,-3.992783546447754,1.8347902297973633
0.0,129.0,4.0,13.0,-3.864015579223633,1.0986964702606201,-1.8941874504089355
